PROJECT_CODE,INDICATION_UNIQUE_CODE,TVP_POPULATIONS_OF_INTEREST,TVP_NEED,TVP_COMPETITIVE_POSITIONING_CURRENT_SOC,TVP_COMPETITIVE_POSITIONING_FUTURE_SOC_COMPETITORS,TVP_VALUE_TO_PRESCRIBERS,TVP_VALUE_TO_PATIENTS,TVP_VALUE_TO_PAYERS,TVP_STATUS,TVP_SOURCE_RECORD_IDS,CREATED_BY,MODIFIED_BY,CREATED_DATE,MODIFIED_DATE
SP0125,SP0125_IND001,"<p><span style=""font-size:14px""><span style=""color:black""><em>All older infants from </em><strong><em>6m of age and toddlers to less than 24m entering their 2nd RSV season&nbsp;</em></strong></span></span></p>","<p><span style=""font-size:14px"">Protection against RSV disease beyond their first season</span></p>","<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">mAbs, maternal immunization cover 1st RSV season only (mAb to cover 2nd season for high risk only)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black""><strong>No preventative option currently available for all toddler beyond the first season</strong></span></span></li></ul>","<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black""><strong>Broad protection </strong>against both lower &amp; upper respiratory tract disease caused by RSV</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">Limited and uncertain competition (post Sanofi launch)</span></span></li></ul>","<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">Address significant <strong>unmet medical need in toddlers&nbsp;</strong></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">Relieve clinical pressure on health system during RSV season&nbsp;&nbsp;&nbsp;</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">Can be <strong>concomitantly administered with pediatric vaccines</strong></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black""><strong>May reduce RSV short term and long-term complications </strong>(for ex AOM, wheezing, asthma)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">Can be administered even if previously immunized with Beyfortus (6m gap)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black""><strong>Allow flexible interval between 1st and 2nd dose </strong>to ease patient uptake</span></span></li></ul>",<ul><li>Reduce the individual impact on QoL of acute RSV associated LRTI</li><li>Avoid distress / anxiety among caregivers</li><li>Be well tolerated by toddlers and well accepted by parents</li><li>Convenient administration route (IN)</li></ul>,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">Reduce significantly<strong> the outpatient burden during the 2nd season</strong> in particular emergency department visit and other severe outcome</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">May reduce hospitalization, despite lower incidence during the 2nd season</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">Reduce associated cost to the healthcare system</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black"">May reduce RSV complications such as recurrent wheezing</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:14px""><span style=""color:black""><strong>May reduce overuse / misuse of antibiotics</strong>, and potentially reduce antibiotic microbial resistance (AMR)</span></span></li></ul>",Published,"78,79,80,81,82,83,84",Peggy.Gomes@sanofi.com,Peggy.Gomes@sanofi.com,2024-10-01 20:20:00.000,2025-08-19 20:44:00.000
SP0178,SP0178_IND001,,,"the only vaccine providing broader influenza protection against 4 different strains of the flu virus with proven superior efficacy against influenza and cardio-respiratory hospitalizations while having a very strong health economic profile demonstrated consistently across multiple seasons and in various settings. 
","In ROW (SOC: standard dose quadrivalent vaccine ): 
Address an unmet medical need with a vaccine  specifically formulated for older adults who suffer disproportionately from influenza and its complications due to their reduced response to vaccination, general increased risk
Demonstrated superior efficacy and effectiveness vs standard dose influenza vaccines in RCTs and real life settings on various clinical endpoints, including hospitalisations
Provide a broader protection  with an additional b strain by reducing the occurrence of mismatch*
In US (SOC:HDTIV 65+yo; SDQIV <64yo): provide all the benefits of HDTIV with the additional b strain protection already available in standard dose vaccines

","Help preserve the health status of my patients who suffer disproportionately from flu and its complications
","Help preserve my health status by preventing flu and its complications
","Be cost-effective, and even generate cost savings
",Draft,"232,233,234,235,236,237,238",Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-17 17:49:00.000,2024-10-17 17:49:00.000
SP0178,SP0178_IND002,"Individuals 60 years and over 
","Japanese NIP category B population (60-64 yr high risk & 65+ yr population)
","The first influenza vaccine to offer a superior immune response against influenza virus, as well as protection against hospitalizations and cardiorespiratory endpoints. This level of protection is associated with a strong health economic profile, demonstrated consistently across multiple seasons and settings.  
","Address an unmet medical need with a vaccine specifically formulated for older adults who suffer disproportionately from influenza and its complications due to their reduced response to vaccination and higher level of comorbidities.
Be superior to standard dose influenza vaccines in reducing influenza-related complications, hospitalizations and cardiorespiratory endpoints, demonstrated across Japanese and overseas RCTs, and real world settings.
","Help preserve the health status of my patients who suffer disproportionately from flu and its complications
","Help preserve my health status by preventing flu and its complications
","Have similar safety profile to SoC
Be cost-effective vs SoC by reducing clinical outcomes outside of influenza alone, such as cardiorespiratory endpoints
",Draft,"99,100,101,102,103,104,105",Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-03 19:35:00.000,2024-10-03 19:35:00.000
SP0178,SP0178_IND007,"2024: Patients 50 years and over
","Are recommended to receive an influenza vaccine including at-risk patients who suffer higher impact from influenza
","Address an unmet medical need with a vaccine  specifically formulated for older adults who suffer disproportionately from influenza and its complications
Demonstrate superior efficacy and effectiveness vs standard dose influenza vaccines in RCTs and real-life settings on various clinical endpoints, including hospitalisations in 65+
Demonstrate non-inferiority in immunogenicity in 50-64
10+ years of proven protection in 60+ (clinical data & in-country usage)
Contribute to offer a comprehensive influenza portfolio options to payers and prescribers
","Address an unmet medical need with a vaccine  specifically formulated for older adults who suffer disproportionately from influenza and its complications
Demonstrate superior efficacy and effectiveness vs standard dose influenza vaccines in RCTs and real-life settings on various clinical endpoints, including hospitalisations in 65+
Demonstrate non-inferiority in immunogenicity in 50-64
10+ years of proven protection in 60+ (clinical data & in-country usage)
Contribute to offer a comprehensive influenza portfolio options to payers and prescribers
","Help preserve the health status of my patients who suffer disproportionately from flu and its complications
Demonstrated safety profile
Convenience of broad age indication to limit number of SKUs in fridges
","Help preserve my health status by preventing flu and its complications
Reduce the likelihood of influenza illness, doctor visits, & influenza-related hospitalizations
Demonstrated safety profile
","Reduces healthcare costs related to influenza
Limits disruption of health-care system during peak influenza season
Prevents disruption and incurrence of societal costs in the workforce due to influenza-related illness in working adults
",Published,"225,226,227,228,229,230,231",Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-17 17:09:00.000,2024-10-17 17:50:00.000
SP0202,SP0202_IND003,"<p><span style=""font-size:12px"">As a primary target, all individuals at risk of pneumococcal disease: infant and toddlers (6 weeks to 23 months), children (2 years to 17 years), adults 18 years to 49 years old and adults 50 years of age and older.</span></p>","<p><span style=""font-size:12px"">Active immunization for the prevention of Streptococcus pneumoniae disease including Invasive Pneumococcal Disease (IPD) and pneumoniae in all populations and Acute Otitis Media (AOM) for pediatric population, (up to 5 years old US / up to 17 years old EU), caused by the serotypes included in the vaccine (Base Case TPP).</span></p>","<p><span style=""font-size:12px"">Provide a broader (estimated 34% compared to PCV13), safe &amp; effective protection against pneumococcal disease, and sustained protection against colonization, for a broader range of S. pneumonia serotypes compared to SoC.</span></p><p><span style=""font-size:12px"">Superior immune response against serotype 3 (<span lang=""FR"">Superior immune response and vaccine effectiveness for serotype 3).</span></span></p><p><span style=""font-size:12px"">Offer a Luer-Lock improved Pre-filled syringe &amp; packaging presentation.</span></p><p> </p>","<p><span style=""font-size:12px"">Disease coverage determined by the number of serotypes is the most important area for improvement of PCVs for physicians &amp; payors. PCV20 is expected future SoC.&nbsp; The additional serotype included in the PCV21 will provide a moderate increase in coverage of pneumococcal disease across all age groups (up to 7% on IPD (<span lang=""EN-GB"">Coverage estimates based on IPD data from US &amp; UK</span>)).</span></p><p><span style=""font-size:12px"">Superior immune response against serotype 3 (<span lang=""FR"">Superior immune response and vaccine effectiveness for serotype 3)</span> versus PCV-20.</span></p><p><span style=""font-size:12px"">Offer a Luer-Lock improved Pre-filled syringe &amp; packaging presentation.</span></p>","<p><span style=""font-size:12px"">Offer the convenience of an improved vaccine presentation e.g. needle-stick protection, low storage volume.</span></p><p><span style=""font-size:12px"">Co-administration with other pediatric vaccines and adult (Flu) vaccines.</span></p><p><span style=""font-size:12px"">In-schedule interchangeability with other PCVs for pediatrics.</span></p>","<p><span style=""font-size:12px"">Provide peace of mind by offering optimal protection compared to SoC.</span></p>","<p> </p><p><span style=""font-size:12px"">By offering broader protection against S. pneumoniae serotypes, provide enhanced public health benefits due to avoided pneumococcal disease, AOM and pneumoniae (Base Case TPP).</span></p><p><span style=""font-size:12px"">By increasing the number of products on the market, SP’s PCV will help minimize the risk of supply interruptions.</span></p><p><span style=""font-size:12px"">Extended shelf life (4-5 years).</span></p>",Published,"806,807,808,809,810,811,812",Andrea.Radai@sanofi.com,Andrea.Radai@sanofi.com,2025-12-11 16:12:00.000,2025-12-11 16:20:00.000
SP0218,SP0218_IND001,"Persons (> 9 months of age) living in endemic areas, traveling to or passing through an endemic area where Yellow Fever (YF) circulates (ref WHO)","All individuals from 9 months of age likely to get exposed to YF or its vector in endemic areas
- Traveler segment (USA, CA, EU (and UK, CH), Australia, Singapore and Japan): private market, monodose, small volume (~3Md/ year), high price
- Endemic segment (GAVI/UNICEF/ PAHO): public market, multidose, high volume (current market size 105 Md/ year), low price
","- 2nd generation YF vaccine, expected to be as safe, immunogenic & efficacious as the current egg-based vaccines with a single shot.
- State-of-the art vero-cell based YF vaccine replacing the SoC egg-based vaccines (STAMARIL and YF-VAX) in both traveler and endemic segments 
","versus current Sanofi Pasteur SoC: STAMARIL & YF-VAX) and versus competition for endemic segment​ (ie. Chumakov, Fiocruz and  Institut Pasteur Dakar):
- A unique and state-of-the-art YF vaccine based on vero cell, containing no allergens (antibiotics or egg proteins), free of raw material from animal or human origin, low DNA content.​
- Manufactured with a more robust and faster process to ensure sustainable supply as no longer dependent of the sourcing of specific pathogen-free eggs.​
- Based on the same live attenuated viral strain used for STAMARIL & YF-VAX, which have been proven safe and effective for more than 50 years​.","- As convenient and easy to use as SoC (in terms of schedule).
- Peace of mind on potential hypersensitivity reactions due to allergies and allow to enlarge YF vaccination to people with a history of severe allergic reaction to chicken egg proteins.
- Improved thermostability and extended shelf-life.
- Ability to boost if needed or indicated by the local authority. 
- Improved monodose presentation for travelers.","- Safe and durable protection against YF, a deadly disease when traveling to or residing in endemic countries. 
- Convenient schedule (1 IM or SC dose)
- Recorded though a certificate of vaccination required under the International Health Regulations, with the same duration of validity as current vaccines.
","- Registered in multiple countries (US , EU, Japan…) and WHO PQ.
- A key public health response tool to the expected rising risk of YF due to climate, environment & societal changes in coming decades thanks to a robust manufacturing process ensuring a sustainable supply and avoiding recurrent supply shortage/ constraints. 
- Developed and produced based on Sanofi large experience and legacy in YF vaccines.
- Improved thermostability and extended shelf-life. ",Published,"484,485,486,487,488,489,490",Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2024-11-28 11:49:00.000,2025-02-11 14:01:00.000
SP0230,SP0230_IND004,"Individuals of all age groups from 6 weeks of age at risk of meningococcal invasive disease
","Require protection against invasive disease due to meningococcal serogroups A, B, C, W and Y.  Subject to emerging data for GSK and sanofi, the targeted value may extent to N. gonorrheae.
","A novel Meningococcal ABCWY vaccine offering broader serogroup B strain coverage and improved MenACWY serogroup responses compared to competitor MenPenta vaccines, and that has good tolerability such that it can be licensed in key age segments, including young children
",,"Protect against clinically relevant B strains not addressed by Bexsero and the GSK 1st Gen. pentavalent
Fewer fevers and better tolerability in infants & ados
","The better tolerability will reduce number of HCP visits and hospitalizations of infants due to fever
Protect children as young as 6 weeks of age from a potentially deadly disease, which will also help reassure parents
","By offering broader protection against MenB strains, provide enhanced public health benefits by avoiding MenB disease and sequelae, including in outbreak situations
Fewer side-effect related hospitalizations as compared to SoC, especially in infants
",Published,"526,527,528,529,530,531,532",Lydie.Michaudet@sanofi.com,Lydie.Michaudet@sanofi.com,2024-12-19 10:40:00.000,2024-12-19 10:44:00.000
SP0256,SP0256_IND001,"<p style=""text-align:left"">All individuals 60 years old and older, and 18-59 at increased risk for severe RSV disease</p><p>All individuals 50-59yo: study to be started after ph3 POC (included in CDP), results post-licensure</p>",<p>All adults need protection against RSV + HMPV</p>,"<ul><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Versus GSK, Pfizer (launch 2023 RSVoa) &amp; Moderna (launch 2024 RSVoa)</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">No SoC for HMPV</li></ul>",<ul><li>Vs stand alone RSVoa vaccines</li><li>Vs future combo vaccines (RSV+HMPV)</li></ul>,"<ul><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Relieve the clinical pressure on the healthcare system during RSV / HMPV / flu / COVID season --&gt;&nbsp;outpatient visits, ER, hospit. admissions&nbsp;</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Be able to provide a booster after primary monovalent RSV and RSV+HMPV combo vaccines (heterologous booster)&nbsp;</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Can co-administer with flu seasonal and covid vaccines</li></ul>","<ul><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Receive a combination option, in providing protection against two major respiratory virus&nbsp;</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Avoid or reduce complications and long-term impact of both RSV and HMPV --&gt;&nbsp;prevent the reduction of quality of life, frailty and dependence&nbsp;</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Get the protection I need - all older adults 60+ (at launch, for a 65+ recommendation, then for all older adults 50+) and adults at increased risk for severe RSV or HMPV disease (18-59), specifically with data for frail population, and stratification of data by age subgroup and high-risk profile&nbsp;</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Avoid distress among patient relatives&nbsp;</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Avoid missed days at work</li></ul>","<ul><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Reduce total economic burden (direct -inpatient and outpatient- and indirect societal with productivity loss for patients) --&gt; direct and indirect costs&nbsp;</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Relieve pressure on the healthcare&nbsp; system by reducing clinical and economic burden during RSV / HMPV / Flu / COVID season enabling more efficient Healthcare Resource Use (e.g., ER, ICU, mech. ventilation, outpatient visits, hospit. admissions)</li></ul>",Published,"624,625,626,627,628,629,630",Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2026-02-24 21:05:00.000
SP0268,SP0268_IND001,"<p style=""text-align:left""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Patients with moderate-to-severe acne </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><span>(all gender, from 9 years of age)</span></span></span></span></span></span></span></span></span></span></span></p>","<p><span style=""font-size:11pt""><span><span><span>To durably clear their skin from acne lesions and decrease risk of post-acne sequelae such as scars and hyperpigmentation, avoiding the lengthy patient pathway of trial and error</span></span></span></span></p>","<ul><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><span>An injectable therapy (vaccine)</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>The only product combining durable high efficacy, significantly </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>improved safety profile vs. SoC </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>and a simple administration schedule, with the potential to transform the management of acne</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Comparable, high efficacy</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Significantly better safety and tolerability</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Longer-effect, demonstrated even when off-treatment</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Simplified therapy routine, safe and applicable to all gender</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Decreased risk of post-acne sequelae</span></span></span></span></span></span></span></span></span></span></span></li></ul>","<ul><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Simplicity and no local side effects (vs. nanobodies) and no lasting systemic side effects (vs. </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>mAbs</span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>, oral small molecules, i.e., </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Denifanstat</span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>)</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>No risk of developing resistance, in comparison with the likely development of resistance with phage therapy (vs. bacteriophages)</span></span></span></span></span></span></span></span></span></span></li></ul>","<ul><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Unique innovation addressing key </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>unmet needs on tolerability/ safety and long-term result</strong></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>Patients’ compliance</strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>, irrespective of their age, gender and motivation</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Avoiding the </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>use of antibiotics </strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>or hormonal therapy</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>Simple prescription, administration and follow-up</strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>, that can be safely combined with other treatments</span></span></span></span></span></span></span></span></span></span></li></ul>","<ul><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>An </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>effective therapy </strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>against </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>acne and post-acne signs</strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span> with </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>durable effect</strong></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>No risk </strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><span>to my general health</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>No side effects </strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>while on treatment: my skin looks and feels better</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>A </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>convenient, easy-to-use, therapy&nbsp;</strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>fitting my lifestyle and skin care routine</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>An improvement on my </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>quality of life</strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><span>, including my mental well-being</span></span></span></span></span></span></span></span></span></span></span></li></ul>","<ul><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>Reduction in healthcare costs </strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>with fewer treatment cycles, side effect management and monitoring burden</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Reducing the use of antibiotics, </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>decreasing AMR development</strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span> and associated healthcare costs</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>Measurable patient outcomes </strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>including mental well-being</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Mitigating risks and costs associated with </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><strong>isotretinoin's safety </strong></span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>concerns</span></span></span></span></span></span></span></span></span></span></li></ul>",Published,"638,639,640,641,642,643,644,778,779,780,781,782,783,784",Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-10-30 10:31:00.000
SP0269,SP0269_IND001,"For males and females from 9 years of age to 44 years of age, regardless of serostatus 
","Protection against primary and recurrent symptomatic and asymptomatic CT infection resulting in urogenital diseases and long-term sequelae (i.e., PID, infertility) 
","Individual protection with efficacy of 70% (Prevention of Infection) across all genital serovars
Protection from infection for at least 5 years, and longer protection through booster immunization
Similar safety profile to licensed vaccines in this age group (i.e., HPV  TBC)
Reduced risk of developing long-term sequelae from the (undetected/untreated) infection 
Decreased circulation of the pathogen and therefore reduce the overall incidence rate of the disease. 
Reduced risk of infertility in both genders
Possible reduction in risk of pregnancy complications or perinatal transmission 
Contribution to antimicrobial stewardship
","No changes anticipated to current SOC
","An efficient way to reduce cases and prevent the medical and psychological burden of Chlamydia for patients
Decreased number of untreated asymptomatic cases 
Reduction in risk of pregnancy complications  or perinatal transmission 
Contribution to antimicrobial stewardship
","Prevention of asymptomatic infections that would normally go undiagnosed and reduce the probability to infect a partner 
Prevention of psychological burden from chlamydia diagnosis
Reduction in risk of pregnancy complications or perinatal transmission 
Avoidance of use of antibiotics","Safe and efficacious intervention to reduce burden of Chlamydia infection
Cost-effective intervention*
Reduction in absenteeism and productivity losses due to disease complications
Contribution to antimicrobial stewardship
",Published,"8,9,10,11,12,13,14,211,212,213,214,215,216,217","Kirsten.Schneider-Ohrum@sanofi.com (2023-12-06), Michael.Seprish@sanofi.com (2024-10-17)","Michael.Seprish@sanofi.com (2024-10-17), Kirsten.Schneider-Ohrum@sanofi.com (2023-12-06)",2023-12-06 14:16:00.000,2024-10-17 01:12:00.000
SP0275,SP0275_IND001,,,,,,,,Draft,"652,653,654,655,656,657,658",Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
SP0280,SP0280_IND001,"<div style=""margin-left:13px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:#7a00e6""><strong><em>For teenagers and young adults independent of EBV serological status</em></strong></span><span style=""color:#23004c"">, including, but not only, at-risk groups: young adult populations living in community setting, e.g., army recruits, university students</span></span></div>","<div style=""margin-left:13px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:#23004c"">Who have an </span><span style=""color:#7a00e6""><strong><em>important risk of developing IM </em></strong></span><span style=""color:#23004c"">after being infected by EBV and </span><span style=""color:#7a00e6""><strong><em>do not want to risk to missing school/ college/ work/ sports/ social events</em></strong></span><span style=""color:#23004c"">, during weeks or months</span></span></div><div style=""margin-left:13px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:#23004c"">Who want to decrease the </span><span style=""color:#7a00e6""><strong><em>potential risk of developing long-term diseases associated </em></strong></span><span style=""color:#23004c"">with EBV, including MS</span></span></div>","<div style=""margin-left:13px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:#23004c"">The </span><span style=""color:#7a00e6""><strong><em>Best-in-Class vaccine </em></strong></span><span style=""color:#23004c"">to protect against IM and to decrease the potential risk of MS and other long-term EBV associated diseases, based on a </span><span style=""color:#7a00e6""><strong><em>Best-in-Class antigen design</em></strong></span></span></div>",,,"<div style=""margin-left:13px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:#23004c"">An </span><span style=""color:#7a00e6""><strong><em>effective intervention to prevent IM</em></strong></span><span style=""color:#23004c"">, a disease which may impact ability to work/ attend school and require medical treatment: reduce the number of cases, decrease severity of the disease, decrease the risk of long-term symptoms of IM (e.g., chronic fatigue)</span></span></div><div style=""margin-left:13px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:#23004c"">An </span><span style=""color:#7a00e6""><strong><em>effective intervention to reduce the risk of developing MS later in life</em></strong></span><span style=""color:#23004c"">, a chronic disabling disease, requiring complex and painful treatments for its control, while no cure is available; this long-term benefit will have to be confirmed in the years following licensure</span></span></div><div style=""margin-left:13px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:#7a00e6""><strong><em>Long-term safety </em></strong></span><span style=""color:#23004c"">with no increase in risk of MS neither for S- nor for S+ individuals</span></span></div>",,Published,"799,800,801,802,803,804,805",Sarah.Wise@sanofi.com,Sarah.Wise@sanofi.com,2025-12-09 20:43:00.000,2025-12-09 20:44:00.000
